336,Kenneth,Moody,kenneth.moody.336@gslingacademy.com,7,6,65,95,78,65
337,Scott,Hughes,scott.hughes.337@gslingacademy.com,2,7,83,81,88,82
338,Cody,Jimenez,cody.jimenez.338@gslingacademy.com,1,32,100,89,95,63
339,Allen,Farmer,allen.farmer.339@gslingacademy.com,5,30,85,70,78,66
340,James,Young,james.young.340@gslingacademy.com,9,4,45,98,95,66
341,Laura,Dawson,laura.dawson.341@gslingacademy.com,5,15,73,75,94,82
342,Donald,Carson,donald.carson.342@gslingacademy.com,2,2,95,83,96,97
343,Wayne,Lane,wayne.lane.343@gslingacademy.com,8,32,96,95,61,72
344,Robert,Johnson,robert.johnson.344@gslingacademy.com,2,24,94,72,96,93
345,Melissa,Le,melissa.le.345@gslingacademy.com,1,18,92,69,69,60
346,David,Rice,david.rice.346@gslingacademy.com,10,5,56,52,76,95
347,Dawn,Gomez,dawn.gomez.347@gslingacademy.com,3,24,85,74,65,76
348,Ricky,Nichols,ricky.nichols.348@gslingacademy.com,1,16,65,90,68,99
349,Henry,Pitts,henry.pitts.349@gslingacademy.com,1,15,64,81,95,87
350,Christopher,Price,christopher.price.350@gslingacademy.com,3,26,100,88,94,67
351,Aimee,Adams,aimee.adams.351@gslingacademy.com,3,15,76,64,64,60
352,Tammy,Barry,tammy.barry.352@gslingacademy.com,1,5,97,76,91,76
353,Ryan,Hull,ryan.hull.353@gslingacademy.com,1,14,95,98,98,83
354,Samuel,Jackson,samuel.jackson.354@gslingacademy.com,4,1,85,64,90,94
355,Joshua,Smith,joshua.smith.355@gslingacademy.com,5,10,86,91,96,60
356,Sydney,Stevenson,sydney.stevenson.356@gslingacademy.com,6,5,100,58,58,100
357,Christopher,Rios,christopher.rios.357@gslingacademy.com,2,26,65,77,66,100
358,Brenda,Collins,brenda.collins.358@gslingacademy.com,2,26,71,81,99,74
359,Diana,Griffin,diana.griffin.359@gslingacademy.com,2,14,80,94,97,83
360,Gary,Gray,gary.gray.360@gslingacademy.com,7,21,91,76,96,77
361,Kimberly,Torres,kimberly.torres.361@gslingacademy.com,2,32,91,87,88,82
362,Jeffrey,Booker,jeffrey.booker.362@gslingacademy.com,0,30,100,86,81,100
363,Nicole,Buchanan,nicole.buchanan.363@gslingacademy.com,3,13,92,79,71,65
364,Kristin,Johnson,kristin.johnson.364@gslingacademy.com,7,33,89,76,95,83
365,Emily,Bell,emily.bell.365@gslingacademy.com,3,15,93,92,92,76
366,Francis,Nelson,francis.nelson.366@gslingacademy.com,10,33,81,64,67,74
367,Tracy,Harris,tracy.harris.367@gslingacademy.com,2,11,70,73,70,67
368,Sheila,Sosa,sheila.sosa.368@gslingacademy.com,2,30,61,70,89,97
369,Ashley,Mendez,ashley.mendez.369@gslingacademy.com,7,2,62,53,78,77
370,Matthew,Griffin,matthew.griffin.370@gslingacademy.com,3,4,83,61,79,99
371,Timothy,Mann,timothy.mann.371@gslingacademy.com,3,32,85,96,87,63
372,Christine,Foster,christine.foster.372@gslingacademy.com,7,0,83,55,87,74
373,Julie,Yates,julie.yates.373@gslingacademy.com,2,4,73,95,54,94
374,William,Ballard,william.ballard.374@gslingacademy.com,10,0,61,65,73,78
375,Kristen,Adams,kristen.adams.375@gslingacademy.com,5,21,77,72,81,63
376,Chelsea,Mitchell,chelsea.mitchell.376@gslingacademy.com,2,29,77,87,65,91
377,Patrick,Everett,patrick.everett.377@gslingacademy.com,3,32,99,94,94,62
378,Carla,Parker,carla.parker.378@gslingacademy.com,7,14,73,69,94,78
379,Casey,Galvan,casey.galvan.379@gslingacademy.com,1,25,95,89,96,89
380,Eric,Moran,eric.moran.380@gslingacademy.com,7,4,94,79,92,100
381,Tabitha,Hudson,tabitha.hudson.381@gslingacademy.com,2,32,75,83,85,65
382,Lance,Salazar,lance.salazar.382@gslingacademy.com,2,7,66,83,77,91
383,Melissa,Williamson,melissa.williamson.383@gslingacademy.com,1,22,91,79,89,74
384,James,Castro,james.castro.384@gslingacademy.com,5,3,81,61,75,65
385,Joseph,Johnson,joseph.johnson.385@gslingacademy.com,8,1,71,69,69,67
386,Gene,Woodward,gene.woodward.386@gslingacademy.com,4,23,77,94,97,77
387,Patricia,Watson,patricia.watson.387@gslingacademy.com,0,42,91,87,93,85
388,John,Carey,john.carey.388@gslingacademy.com,1,30,83,98,100,93
389,Sara,Cochran,sara.cochran.389@gslingacademy.com,1,1,75,51,70,84
390,Jamie,Suarez,jamie.suarez.390@gslingacademy.com,3,17,86,96,68,71
391,Steven,Frazier,steven.frazier.391@gslingacademy.com,2,48,86,88,89,89
392,Nicholas,Hart,nicholas.hart.392@gslingacademy.com,4,24,85,67,60,82
393,Cheryl,Arias,cheryl.arias.393@gslingacademy.com,6,31,62,81,80,88
394,Marc,Brock,marc.brock.394@gslingacademy.com,7,0,100,65,67,61
395,Timothy,Perez,timothy.perez.395@gslingacademy.com,9,2,79,86,97,60
396,Courtney,Rodriguez,courtney.rodriguez.396@gslingacademy.com,1,24,99,97,68,85
397,Samantha,Clark,samantha.clark.397@gslingacademy.com,7,2,46,65,97,100
398,Francisco,Reilly,francisco.reilly.398@gslingacademy.com,0,32,85,97,88,61
399,Denise,Young,denise.young.399@gslingacademy.com,2,4,85,68,89,64
400,Darrell,Williams,darrell.williams.400@gslingacademy.com,4,32,85,87,91,63
401,Andrew,Smith,andrew.smith.401@gslingacademy.com,3,16,99,86,90,100
402,Teresa,Stafford,teresa.stafford.402@gslingacademy.com,1,20,84,92,63,91
403,Cory,Harris,cory.harris.403@gslingacademy.com,4,28,85,72,87,72
404,Douglas,Irwin,douglas.irwin.404@gslingacademy.com,7,30,100,79,92,92
405,Deborah,Miller,deborah.miller.405@gslingacademy.com,3,17,86,61,68,91
406,Autumn,Hernandez,autumn.hernandez.406@gslingacademy.com,5,25,79,70,71,95
407,Paul,Serrano,paul.serrano.407@gslingacademy.com,5,18,76,82,76,71
408,Matthew,Griffin,matthew.griffin.408@gslingacademy.com,1,23,96,63,69,67
409,Evan,Holmes,evan.holmes.409@gslingacademy.com,4,23,100,77,75,74
410,Cynthia,Baker,cynthia.baker.410@gslingacademy.com,6,21,88,84,87,97
411,Sandra,Melendez,sandra.melendez.411@gslingacademy.com,3,27,96,76,98,89
412,Claudia,Munoz,claudia.munoz.412@gslingacademy.com,5,14,92,66,96,71
413,Christopher,Nguyen,christopher.nguyen.413@gslingacademy.com,2,37,87,93,99,100
414,David,Jennings,david.jennings.414@gslingacademy.com,3,29,95,82,74,87
415,Joel,Morris,joel.morris.415@gslingacademy.com,6,4,44,76,56,71
416,Rhonda,Bradley,rhonda.bradley.416@gslingacademy.com,3,16,78,89,68,63
417,Melissa,Brown,melissa.brown.417@gslingacademy.com,4,30,95,78,93,85
418,Matthew,Kramer,matthew.kramer.418@gslingacademy.com,7,1,57,56,53,75
419,Austin,Bass,austin.bass.419@gslingacademy.com,3,24,86,99,95,94
420,Jennifer,West,jennifer.west.420@gslingacademy.com,2,35,92,97,100,91
421,Patricia,Mccormick,patricia.mccormick.421@gslingacademy.com,1,14,69,69,84,100
422,Sandra,Jacobs,sandra.jacobs.422@gslingacademy.com,1,3,91,62,75,60
423,Jasmine,Clark,jasmine.clark.423@gslingacademy.com,4,15,79,79,97,78
424,Jeffrey,Young,jeffrey.young.424@gslingacademy.com,5,23,93,96,80,64
425,Jason,Hernandez,jason.hernandez.425@gslingacademy.com,6,19,90,79,90,73
426,Christopher,Hamilton,christopher.hamilton.426@gslingacademy.com,3,33,99,68,100,95
427,Monique,Peterson,monique.peterson.427@gslingacademy.com,0,14,90,69,81,92
428,Jill,Sexton,jill.sexton.428@gslingacademy.com,1,0,71,84,66,75
429,Jennifer,Kemp,jennifer.kemp.429@gslingacademy.com,1,34,98,93,67,74
430,David,Harris,david.harris.430@gslingacademy.com,5,33,94,99,83,94
431,Cheryl,Snyder,cheryl.snyder.431@gslingacademy.com,7,7,92,89,79,76
432,Nathan,Armstrong,nathan.armstrong.432@gslingacademy.com,2,18,100,96,74,61
433,Patrick,Ryan,patrick.ryan.433@gslingacademy.com,9,4,48,55,86,51
434,Christian,Wilkins,christian.wilkins.434@gslingacademy.com,6,10,63,87,71,68
435,Clinton,Martin,clinton.martin.435@gslingacademy.com,2,22,89,83,89,91
436,Adriana,Sandoval,adriana.sandoval.436@gslingacademy.com,5,28,88,90,93,81
437,Jeremy,Harvey,jeremy.harvey.437@gslingacademy.com,2,2,98,87,67,97
438,Caitlin,Murillo,caitlin.murillo.438@gslingacademy.com,1,0,92,86,88,75
439,Andrew,Green,andrew.green.439@gslingacademy.com,3,24,80,60,100,99
440,Rodney,Bennett,rodney.bennett.440@gslingacademy.com,2,15,92,63,91,65
441,Megan,Moyer,megan.moyer.441@gslingacademy.com,2,1,82,95,68,64
442,Mathew,Burns,mathew.burns.442@gslingacademy.com,1,8,84,74,74,75
443,Tammie,Stanley,tammie.stanley.443@gslingacademy.com,7,9,61,70,65,67
444,James,Glover,james.glover.444@gslingacademy.com,4,33,99,87,98,76
445,Michelle,Reeves,michelle.reeves.445@gslingacademy.com,3,32,83,69,90,78
446,Rhonda,Hall,rhonda.hall.446@gslingacademy.com,9,4,56,90,95,59
447,Matthew,Kidd,matthew.kidd.447@gslingacademy.com,2,2,65,64,52,56
448,Joseph,Stone,joseph.stone.448@gslingacademy.com,3,20,94,61,77,73
449,Jessica,Mendoza,jessica.mendoza.449@gslingacademy.com,1,21,90,96,73,89
450,Susan,Brown,susan.brown.450@gslingacademy.com,3,29,94,82,81,90
451,Lori,Ryan,lori.ryan.451@gslingacademy.com,3,13,89,87,63,83
452,Ryan,Cruz,ryan.cruz.452@gslingacademy.com,1,24,89,67,68,93
453,Nicholas,Johnson,nicholas.johnson.453@gslingacademy.com,7,30,88,98,87,85
454,Joseph,Schmidt,joseph.schmidt.454@gslingacademy.com,1,25,76,94,90,75
455,Daniel,Brown,daniel.brown.455@gslingacademy.com,1,1,88,78,84,96
456,Harold,Vazquez,harold.vazquez.456@gslingacademy.com,4,27,88,76,80,72
457,Lance,Parsons,lance.parsons.457@gslingacademy.com,0,4,54,88,82,89
458,Jill,Mathews,jill.mathews.458@gslingacademy.com,2,32,87,87,76,67
459,Crystal,Nguyen,crystal.nguyen.459@gslingacademy.com,1,1,95,73,79,81
460,Susan,Perez,susan.perez.460@gslingacademy.com,2,32,72,72,68,81
461,Brenda,Powers,brenda.powers.461@gslingacademy.com,1,4,95,76,70,89
462,Samuel,Thompson,samuel.thompson.462@gslingacademy.com,4,28,91,97,86,77
463,Taylor,Nelson,taylor.nelson.463@gslingacademy.com,3,32,79,81,63,79
464,Kimberly,West,kimberly.west.464@gslingacademy.com,1,33,80,71,94,92
465,Brad,Lee,brad.lee.465@gslingacademy.com,2,4,86,90,88,73
466,Clayton,Green,clayton.green.466@gslingacademy.com,1,31,88,88,90,67
467,Richard,Anderson,richard.anderson.467@gslingacademy.com,5,17,83,95,86,80
468,Antonio,Flores,antonio.flores.468@gslingacademy.com,2,23,84,84,80,97
469,Margaret,Mullins,margaret.mullins.469@gslingacademy.com,0,29,85,82,81,85
470,Michael,Ball,michael.ball.470@gslingacademy.com,2,19,91,85,96,83
471,Allen,Booth,allen.booth.471@gslingacademy.com,4,26,83,71,94,60
472,Stephanie,Clark,stephanie.clark.472@gslingacademy.com,7,7,97,93,99,98
473,Sharon,Nelson,sharon.nelson.473@gslingacademy.com,6,4,63,68,92,73
474,Marco,Clark,marco.clark.474@gslingacademy.com,6,22,92,98,90,82
475,Victor,Smith,victor.smith.475@gslingacademy.com,6,4,78,78,64,94
476,Christina,Patterson,christina.patterson.476@gslingacademy.com,3,29,78,90,69,100
477,Jerry,Knight,jerry.knight.477@gslingacademy.com,8,21,89,60,93,79
478,Madison,Jacobs,madison.jacobs.478@gslingacademy.com,3,5,53,87,100,84
479,Douglas,Watson,douglas.watson.479@gslingacademy.com,5,15,63,84,60,85
480,Manuel,Barrett,manuel.barrett.480@gslingacademy.com,3,10,100,98,71,100
481,Janet,Martin,janet.martin.481@gslingacademy.com,7,2,79,54,81,87
482,Teresa,Flores,teresa.flores.482@gslingacademy.com,4,0,93,77,71,62
483,Anthony,Mullins,anthony.mullins.483@gslingacademy.com,5,3,97,88,67,72
484,Julie,Zamora,julie.zamora.484@gslingacademy.com,6,1,76,82,93,98
485,Maria,Nguyen,maria.nguyen.485@gslingacademy.com,3,26,84,83,80,91
486,Selena,Castro,selena.castro.486@gslingacademy.com,5,2,56,96,65,61
487,Whitney,Miller,whitney.miller.487@gslingacademy.com,3,21,97,89,94,91
488,Brenda,Mooney,brenda.mooney.488@gslingacademy.com,10,5,67,60,97,53
489,Angela,Allen,angela.allen.489@gslingacademy.com,10,5,97,93,64,74
490,Erica,Cohen,erica.cohen.490@gslingacademy.com,5,0,100,67,50,78
491,Kelly,Sanders,kelly.sanders.491@gslingacademy.com,5,10,83,61,76,75
492,Michael,Clark,michael.clark.492@gslingacademy.com,5,2,85,63,83,83
493,Tammy,Fields,tammy.fields.493@gslingacademy.com,5,24,100,96,97,64
494,Steven,Pennington,steven.pennington.494@gslingacademy.com,4,46,92,98,99,86
495,Matthew,Chavez,matthew.chavez.495@gslingacademy.com,3,31,88,98,65,68
496,Stephen,Gallagher,stephen.gallagher.496@gslingacademy.com,1,33,95,82,62,76
497,Victoria,Anderson,victoria.anderson.497@gslingacademy.com,5,26,76,81,84,80
498,Thomas,Schroeder,thomas.schroeder.498@gslingacademy.com,2,19,79,93,72,97
499,Mark,Sanchez,mark.sanchez.499@gslingacademy.com,3,25,93,70,84,68
500,Katelyn,Moses,katelyn.moses.500@gslingacademy.com,3,24,79,96,78,90
501,Corey,Davis,corey.davis.501@gslingacademy.com,1,21,98,99,72,100
502,Susan,Klein,susan.klein.502@gslingacademy.com,8,0,93,99,81,67
503,John,Martinez,john.martinez.503@gslingacademy.com,4,30,91,79,78,95
504,Kendra,Robertson,kendra.robertson.504@gslingacademy.com,4,32,86,99,77,61
505,Tamara,Olson,tamara.olson.505@gslingacademy.com,8,15,81,80,85,93
506,Sara,Frazier,sara.frazier.506@gslingacademy.com,6,15,97,94,94,83
507,Morgan,Moore,morgan.moore.507@gslingacademy.com,3,4,90,95,89,93
508,Eric,Snyder,eric.snyder.508@gslingacademy.com,1,27,90,91,62,82
509,Paul,Hale,paul.hale.509@gslingacademy.com,5,33,82,92,95,61
510,Dale,Martinez,dale.martinez.510@gslingacademy.com,7,25,91,94,89,74
511,Sandra,Prince,sandra.prince.511@gslingacademy.com,0,29,70,94,67,74
512,Dawn,Poole,dawn.poole.512@gslingacademy.com,2,13,60,75,70,96
513,Emily,Jordan,emily.jordan.513@gslingacademy.com,3,49,85,96,99,94
514,John,Owen,john.owen.514@gslingacademy.com,6,34,82,85,72,69
515,Andrew,Best,andrew.best.515@gslingacademy.com,4,28,83,79,92,69
516,Holly,Burns,holly.burns.516@gslingacademy.com,2,44,96,88,100,95
517,Alicia,Rodriguez,alicia.rodriguez.517@gslingacademy.com,1,14,85,87,78,72
518,Erin,Ray,erin.ray.518@gslingacademy.com,4,1,95,61,84,98
519,Todd,Griffith,todd.griffith.519@gslingacademy.com,6,22,97,92,87,61
520,Melinda,Payne,melinda.payne.520@gslingacademy.com,2,11,95,69,91,97
521,Cynthia,Williams,cynthia.williams.521@gslingacademy.com,3,2,69,98,77,63
522,Jenny,Washington,jenny.washington.522@gslingacademy.com,9,3,84,55,65,62
523,Angela,Joyce,angela.joyce.523@gslingacademy.com,5,28,92,100,100,98
524,William,Alvarado,william.alvarado.524@gslingacademy.com,2,0,87,95,78,82
525,Michael,Mercer,michael.mercer.525@gslingacademy.com,5,22,97,87,90,70
526,Erin,Miller,erin.miller.526@gslingacademy.com,8,3,92,96,77,95
527,Robert,Heath,robert.heath.527@gslingacademy.com,2,25,72,91,68,79
528,Deborah,Rojas,deborah.rojas.528@gslingacademy.com,3,1,50,55,96,72
529,Diana,Jones,diana.jones.529@gslingacademy.com,7,37,97,96,93,94
530,Meredith,Clark,meredith.clark.530@gslingacademy.com,3,28,89,77,69,72
531,Christina,Garrett,christina.garrett.531@gslingacademy.com,3,30,77,76,90,95
532,Daniel,Jackson,daniel.jackson.532@gslingacademy.com,1,19,91,89,66,69
533,Bradley,Robinson,bradley.robinson.533@gslingacademy.com,7,2,64,92,70,81
534,Phyllis,Schneider,phyllis.schneider.534@gslingacademy.com,4,26,71,87,63,73
535,Thomas,Clark,thomas.clark.535@gslingacademy.com,10,0,56,79,74,66
536,Gregory,Gonzalez,gregory.gonzalez.536@gslingacademy.com,4,5,87,70,98,64
537,Michelle,Roth,michelle.roth.537@gslingacademy.com,0,17,99,69,85,91
538,Christopher,Murphy,christopher.murphy.538@gslingacademy.com,2,26,98,88,76,72
539,Mark,Davis,mark.davis.539@gslingacademy.com,2,32,87,83,74,61
540,Lauren,Harrington,lauren.harrington.540@gslingacademy.com,6,16,88,96,90,92
541,Michelle,Owens,michelle.owens.541@gslingacademy.com,8,2,71,52,53,64
542,Scott,Weaver,scott.weaver.542@gslingacademy.com,2,35,96,90,91,95
543,Monica,Williams,monica.williams.543@gslingacademy.com,0,17,81,95,99,65
544,Kathryn,Hampton,kathryn.hampton.544@gslingacademy.com,9,3,94,92,63,84
545,Christina,Shields,christina.shields.545@gslingacademy.com,3,47,94,87,98,90
546,Andrew,Thomas,andrew.thomas.546@gslingacademy.com,0,29,98,87,75,63
547,Holly,Sexton,holly.sexton.547@gslingacademy.com,10,5,100,58,54,97
548,Christopher,Peterson,christopher.peterson.548@gslingacademy.com,3,12,66,89,65,99
549,Eric,Murray,eric.murray.549@gslingacademy.com,2,35,94,99,97,94
550,Kristina,Watson,kristina.watson.550@gslingacademy.com,0,3,83,90,93,89
551,Greg,Martin,greg.martin.551@gslingacademy.com,8,2,92,54,50,88
552,Paul,Shaffer,paul.shaffer.552@gslingacademy.com,10,35,93,100,90,94
553,Alexander,Daniel,alexander.daniel.553@gslingacademy.com,1,7,69,92,84,98
554,Carla,Davis,carla.davis.554@gslingacademy.com,4,15,94,71,63,73
555,Chelsea,Clark,chelsea.clark.555@gslingacademy.com,1,3,100,92,95,90
556,Justin,Douglas,justin.douglas.556@gslingacademy.com,2,35,96,92,98,100
557,Charles,Reid,charles.reid.557@gslingacademy.com,3,28,76,87,99,69
558,Courtney,Moreno,courtney.moreno.558@gslingacademy.com,9,4,77,62,94,65
559,Justin,Mitchell,justin.mitchell.559@gslingacademy.com,1,4,84,67,79,60
560,Bruce,Woods,bruce.woods.560@gslingacademy.com,3,16,95,61,68,75
561,Christopher,Hines,christopher.hines.561@gslingacademy.com,1,26,90,64,94,84
562,Theodore,Williams,theodore.williams.562@gslingacademy.com,3,30,96,89,73,75
563,Jennifer,Valdez,jennifer.valdez.563@gslingacademy.com,6,2,80,81,92,73
564,Alexandra,Day,alexandra.day.564@gslingacademy.com,2,34,87,83,75,73
565,John,Pacheco,john.pacheco.565@gslingacademy.com,10,0,94,75,91,64
566,Sherry,Brown,sherry.brown.566@gslingacademy.com,10,3,87,82,88,100
567,Douglas,Clark,douglas.clark.567@gslingacademy.com,2,30,95,97,88,77
568,Alex,Farmer,alex.farmer.568@gslingacademy.com,3,15,85,96,82,64
569,Brandon,Gonzales,brandon.gonzales.569@gslingacademy.com,8,1,67,65,77,72
570,Wayne,Trevino,wayne.trevino.570@gslingacademy.com,3,6,84,100,92,82
571,Pamela,Horne,pamela.horne.571@gslingacademy.com,7,1,83,88,90,100
572,Michael,Schaefer,michael.schaefer.572@gslingacademy.com,9,5,67,78,68,51
573,Carlos,Ramirez,carlos.ramirez.573@gslingacademy.com,1,30,75,92,72,88
574,Antonio,Lucero,antonio.lucero.574@gslingacademy.com,3,8,67,76,70,73
575,Terry,Ashley,terry.ashley.575@gslingacademy.com,9,5,67,54,51,72
576,Rita,Cochran,rita.cochran.576@gslingacademy.com,1,5,72,91,78,97
577,Joseph,Gregory,joseph.gregory.577@gslingacademy.com,4,4,78,98,76,68
578,Alexandra,Robinson,alexandra.robinson.578@gslingacademy.com,1,47,85,87,92,96
579,Tina,Sparks,tina.sparks.579@gslingacademy.com,3,16,100,70,69,61
580,Christopher,Buchanan,christopher.buchanan.580@gslingacademy.com,5,3,56,59,89,68
581,Christina,Guerrero,christina.guerrero.581@gslingacademy.com,5,32,93,75,83,99
582,Jessica,Hutchinson,jessica.hutchinson.582@gslingacademy.com,2,31,89,91,85,69
583,Tyler,Carrillo,tyler.carrillo.583@gslingacademy.com,3,6,59,88,74,92
584,Lindsay,Brady,lindsay.brady.584@gslingacademy.com,3,16,99,70,74,65
585,Gary,Rivera,gary.rivera.585@gslingacademy.com,6,34,89,89,85,74
586,Luke,Moore,luke.moore.586@gslingacademy.com,3,26,86,63,78,78
587,Tanya,Green,tanya.green.587@gslingacademy.com,6,21,79,65,91,65
588,Bryan,Lee,bryan.lee.588@gslingacademy.com,3,46,96,89,91,90
589,Melanie,Bridges,melanie.bridges.589@gslingacademy.com,6,48,95,90,85,90
590,Eric,Bowers,eric.bowers.590@gslingacademy.com,1,46,96,85,90,95
591,Meredith,Reed,meredith.reed.591@gslingacademy.com,3,28,95,80,64,97
592,David,Brown,david.brown.592@gslingacademy.com,4,2,80,62,84,95
593,William,Johns,william.johns.593@gslingacademy.com,0,32,86,70,73,85
594,Eric,Patton,eric.patton.594@gslingacademy.com,10,5,42,95,99,61
595,Wendy,Warner,wendy.warner.595@gslingacademy.com,4,31,80,93,93,94
596,Timothy,Powell,timothy.powell.596@gslingacademy.com,4,1,79,97,100,94
597,Victoria,Thompson,victoria.thompson.597@gslingacademy.com,9,4,43,63,91,67
598,Jeremy,Brown,jeremy.brown.598@gslingacademy.com,2,8,58,84,95,66
599,Barbara,Schneider,barbara.schneider.599@gslingacademy.com,3,23,86,73,83,93
600,Lindsay,Morales,lindsay.morales.600@gslingacademy.com,1,23,96,91,97,84
601,Gary,Patel,gary.patel.601@gslingacademy.com,1,28,91,88,98,89
602,Michelle,Ortiz,michelle.ortiz.602@gslingacademy.com,1,7,85,62,77,62
603,Susan,Lynch,susan.lynch.603@gslingacademy.com,0,5,87,91,93,92
604,Tammy,Hernandez,tammy.hernandez.604@gslingacademy.com,2,4,60,91,85,67
605,Jennifer,Guerra,jennifer.guerra.605@gslingacademy.com,2,26,76,85,67,60
606,Kelly,Schwartz,kelly.schwartz.606@gslingacademy.com,4,33,84,89,74,79
607,Brittany,Orozco,brittany.orozco.607@gslingacademy.com,4,34,87,94,74,84
608,Samantha,Alvarado,samantha.alvarado.608@gslingacademy.com,4,16,82,79,64,75
609,Christopher,Anderson,christopher.anderson.609@gslingacademy.com,4,3,64,61,73,70
610,William,Smith,william.smith.610@gslingacademy.com,3,25,77,80,88,84
611,Courtney,Patterson,courtney.patterson.611@gslingacademy.com,0,4,86,82,90,69
612,Kevin,Hess,kevin.hess.612@gslingacademy.com,0,4,81,84,76,88
613,Melissa,Higgins,melissa.higgins.613@gslingacademy.com,3,21,91,90,92,78
614,Elizabeth,Chavez,elizabeth.chavez.614@gslingacademy.com,7,4,72,99,61,67
615,Mary,Taylor,mary.taylor.615@gslingacademy.com,3,24,80,70,80,96
616,Joshua,Parker,joshua.parker.616@gslingacademy.com,2,16,90,89,98,70
617,Joshua,Kelly,joshua.kelly.617@gslingacademy.com,10,2,72,51,52,98
618,Travis,Ross,travis.ross.618@gslingacademy.com,3,35,93,85,89,93
619,Kenneth,Buchanan,kenneth.buchanan.619@gslingacademy.com,2,24,95,85,90,94
620,Ryan,Clarke,ryan.clarke.620@gslingacademy.com,2,46,86,93,89,90
621,Gina,Solomon,gina.solomon.621@gslingacademy.com,6,1,89,55,89,67
622,David,Madden,david.madden.622@gslingacademy.com,5,26,90,75,67,85
623,William,Brennan,william.brennan.623@gslingacademy.com,1,5,79,95,81,67
624,Judy,Mckenzie,judy.mckenzie.624@gslingacademy.com,5,17,86,88,98,66
625,Logan,Lindsey,logan.lindsey.625@gslingacademy.com,3,4,83,78,68,72
626,Kyle,Williams,kyle.williams.626@gslingacademy.com,6,27,85,92,62,95
627,Mark,Padilla,mark.padilla.627@gslingacademy.com,3,0,66,78,86,87
628,Eugene,Clark,eugene.clark.628@gslingacademy.com,6,16,93,80,60,62
629,Sean,Wagner,sean.wagner.629@gslingacademy.com,6,14,65,89,79,95
630,Christine,Larson,christine.larson.630@gslingacademy.com,2,5,52,66,98,83
631,Melinda,Freeman,melinda.freeman.631@gslingacademy.com,3,31,90,80,84,70
632,Elizabeth,Smith,elizabeth.smith.632@gslingacademy.com,2,4,83,89,99,100
633,Walter,King,walter.king.633@gslingacademy.com,1,5,62,89,72,68
634,Lisa,Bean,lisa.bean.634@gslingacademy.com,1,11,98,72,99,84
635,Douglas,Hayes,douglas.hayes.635@gslingacademy.com,8,12,76,75,74,67
636,Heather,Jefferson,heather.jefferson.636@gslingacademy.com,0,5,97,62,98,70
637,Melinda,Byrd,melinda.byrd.637@gslingacademy.com,6,1,63,60,95,99
638,Alexander,Burnett,alexander.burnett.638@gslingacademy.com,5,2,98,99,64,88
639,Maria,Campos,maria.campos.639@gslingacademy.com,10,1,78,84,84,61
640,Lindsey,Anthony,lindsey.anthony.640@gslingacademy.com,2,30,85,77,89,77
641,Darryl,Schultz,darryl.schultz.641@gslingacademy.com,6,0,59,100,84,93
642,Bethany,French,bethany.french.642@gslingacademy.com,2,6,99,77,88,60
643,Tyler,Scott,tyler.scott.643@gslingacademy.com,6,24,76,62,86,80
644,Patricia,Hall,patricia.hall.644@gslingacademy.com,7,26,80,90,85,89
645,Ryan,Williams,ryan.williams.645@gslingacademy.com,7,0,82,74,92,50
646,Levi,Mason,levi.mason.646@gslingacademy.com,1,18,89,64,72,61
647,Michael,Vang,michael.vang.647@gslingacademy.com,4,20,89,79,75,80
648,April,Humphrey,april.humphrey.648@gslingacademy.com,0,23,86,89,94,95
649,Steven,Hancock,steven.hancock.649@gslingacademy.com,4,4,65,76,92,86
650,Chelsea,Olson,chelsea.olson.650@gslingacademy.com,4,30,77,95,77,84
651,Emily,Huang,emily.huang.651@gslingacademy.com,4,34,88,85,68,62
652,Rachel,Jones,rachel.jones.652@gslingacademy.com,1,26,98,77,94,87
653,Philip,Walker,philip.walker.653@gslingacademy.com,5,27,84,86,90,80
654,Laura,Rivera,laura.rivera.654@gslingacademy.com,1,18,91,85,66,83
655,Pamela,Henry,pamela.henry.655@gslingacademy.com,4,39,97,95,94,90
656,Nicole,Davidson,nicole.davidson.656@gslingacademy.com,7,29,77,88,63,87
657,Jeffery,Parker,jeffery.parker.657@gslingacademy.com,0,27,100,84,93,96
658,Christopher,Banks,christopher.banks.658@gslingacademy.com,3,17,93,70,62,99
659,Tara,Griffin,tara.griffin.659@gslingacademy.com,5,31,93,99,79,78
660,Lisa,Lloyd,lisa.lloyd.660@gslingacademy.com,4,13,94,89,74,75
661,Elizabeth,Maldonado,elizabeth.maldonado.661@gslingacademy.com,4,12,88,86,79,93
662,Samuel,Anderson,samuel.anderson.662@gslingacademy.com,10,0,93,95,94,70
663,Xavier,Johnson,xavier.johnson.663@gslingacademy.com,2,21,83,75,84,68
664,Lauren,Cordova,lauren.cordova.664@gslingacademy.com,3,28,96,93,100,96
665,Amanda,Hawkins,amanda.hawkins.665@gslingacademy.com,8,35,87,88,93,88
666,Donald,Coleman,donald.coleman.666@gslingacademy.com,9,24,95,82,84,69
667,Phillip,Bennett,phillip.bennett.667@gslingacademy.com,1,28,87,87,86,84
668,John,George,john.george.668@gslingacademy.com,9,0,43,95,64,95
669,Katherine,Moore,katherine.moore.669@gslingacademy.com,6,0,40,100,88,79
670,Jose,Dominguez,jose.dominguez.670@gslingacademy.com,2,3,64,70,98,82
671,Lauren,Morrow,lauren.morrow.671@gslingacademy.com,3,16,72,79,95,68
